STATEFP,COUNTYFP,TRACTCE,PUMA5CE
32,003,002846,00413
32,003,002847,00413
32,003,002848,00413
32,003,002979,00413
32,003,002980,00413
32,003,002981,00413
32,003,002982,00413
32,003,002983,00413
32,003,002984,00413
32,003,002985,00413
32,003,005311,00413
32,003,005834,00413
32,005,001000,00200
32,005,001100,00200
32,005,001200,00200
32,005,001300,00200
32,005,001400,00200
32,005,001500,00200
32,005,001600,00200
32,005,001700,00200
32,005,001800,00200
32,005,001900,00200
32,005,002000,00200
32,005,002100,00200
32,005,002200,00200
32,005,002300,00200
32,005,002400,00200
32,005,002500,00200
32,005,990000,00200
32,007,950200,00300
32,007,950701,00300
32,007,950702,00300
32,007,950800,00300
32,007,950900,00300
32,007,951000,00300
32,007,951201,00300
32,007,951202,00300
32,007,951300,00300
32,007,951401,00300
32,007,951402,00300
32,007,951500,00300
32,007,951600,00300
32,007,951700,00300
32,009,950100,00300
32,011,000100,00300
32,013,010500,00300
32,013,010600,00300
32,013,010701,00300
32,013,010702,00300
32,015,000300,00300
32,017,950100,00300
32,017,950200,00300
32,019,960101,00200
32,019,960102,00200
32,019,960103,00200
32,019,960201,00200
32,019,960202,00200
32,019,960301,00200
32,019,960302,00200
32,019,960303,00200
32,019,960800,00200
32,019,960900,00200
32,021,970700,00300
32,021,970800,00300
32,023,960100,00300
32,023,960200,00300
32,023,960300,00300
32,023,960401,00300
32,023,960402,00300
32,023,960403,00300
32,023,960404,00300
32,023,960405,00300
32,023,960406,00300
32,023,980500,00300
32,027,960100,00300
32,029,970200,00200
32,031,000101,00101
32,031,000102,00101
32,031,000201,00101
32,031,000202,00101
32,031,000300,00101
32,031,000400,00101
32,031,000700,00101
32,031,000900,00101
32,031,001005,00101
32,031,001008,00101
32,031,001009,00101
32,031,001015,00101
32,031,001101,00101
32,031,001104,00101
32,031,001105,00101
32,031,001201,00101
32,031,001202,00101
32,031,001300,00101
32,031,001400,00101
32,031,001501,00101
32,031,001502,00101
32,031,001701,00101
32,031,001702,00101
32,031,001801,00101
32,031,001802,00101
32,031,002104,00101
32,031,002105,00101
32,031,002106,00101
32,031,002107,00101
32,031,002204,00101
32,031,002205,00101
32,031,002206,00101
32,031,002208,00101
32,031,002211,00101
32,031,002212,00101
32,031,002401,00101
32,031,002406,00101
32,031,002407,00101
32,031,002408,00101
32,031,002409,00101
32,031,002410,00101
32,031,002411,00101
32,031,002500,00101
32,031,002617,00101
32,031,002703,00101
32,031,980000,00101
32,031,001010,00102
32,031,001011,00102
32,031,001012,00102
32,031,001013,00102
32,031,001014,00102
32,031,001103,00102
32,031,002103,00102
32,031,002207,00102
32,031,002209,00102
32,031,002210,00102
32,031,002301,00102
32,031,002302,00102
32,031,002412,00102
32,031,002603,00102
32,031,002610,00102
32,031,002611,00102
32,031,002612,00102
32,031,002613,00102
32,031,002614,00102
32,031,002615,00102
32,031,002616,00102
32,031,002619,00102
32,031,003202,00102
32,031,003203,00102
32,031,003204,00102
32,031,003305,00102
32,031,003306,00102
32,031,003307,00102
32,031,003308,00102
32,031,003309,00102
32,031,980100,00102
32,031,980200,00102
32,031,980300,00102
32,031,990000,00102
32,031,001901,00103
32,031,001902,00103
32,031,002618,00103
32,031,002704,00103
32,031,002705,00103
32,031,002706,00103
32,031,002707,00103
32,031,002801,00103
32,031,002802,00103
32,031,002901,00103
32,031,002902,00103
32,031,003000,00103
32,031,003101,00103
32,031,003105,00103
32,031,003106,00103
32,031,003108,00103
32,031,003109,00103
32,031,003110,00103
32,031,003501,00103
32,031,003503,00103
32,031,003504,00103
32,031,003507,00103
32,031,003508,00103
32,031,003509,00103
32,031,003510,00103
32,031,003511,00103
32,031,003512,00103
32,031,003513,00103
32,031,003514,00103
32,031,003515,00103
32,031,940200,00103
32,031,990100,00103
32,033,970100,00300
32,033,970200,00300
32,033,970300,00300
32,510,000100,00200
32,510,000200,00200
32,510,000300,00200
32,510,000400,00200
32,510,000501,00200
32,510,000502,00200
32,510,000600,00200
32,510,000701,00200
32,510,000702,00200
32,510,000800,00200
32,510,000900,00200
32,510,001001,00200
32,510,001002,00200
32,510,990000,00200
33,001,965100,00200
33,001,965200,00200
33,001,965300,00200
33,001,965400,00200
33,001,965598,00200
33,001,965600,00200
33,001,965700,00200
33,001,965800,00200
33,001,965900,00200
33,001,966000,00200
33,001,966100,00200
33,001,966200,00200
33,001,966401,00200
33,001,966402,00200
33,001,966500,00200
33,003,955100,00200
33,003,955300,00200
33,003,955400,00200
33,003,955500,00200
33,003,955600,00200
33,003,955800,00200
33,003,955900,00200
33,003,956100,00200
33,003,956300,00200
33,003,956400,00200
33,003,956000,00300
33,005,970100,00500
33,005,970200,00500
33,005,970400,00500
33,005,970500,00500
33,005,970600,00500
33,005,970700,00500
33,005,970800,00500
33,005,970900,00500
33,005,971000,00500
33,005,971100,00500
33,005,971300,00500
33,005,971401,00500
33,005,971402,00500
33,005,971500,00500
33,005,971600,00500
33,005,971700,00500
33,007,950100,00100
33,007,950200,00100
33,007,950300,00100
33,007,950400,00100
33,007,950500,00100
33,007,950600,00100
33,007,950700,00100
33,007,950800,00100
33,007,950900,00100
33,007,951000,00100
33,007,951100,00100
33,009,960100,00100
33,009,960200,00100
33,009,960300,00100
33,009,960400,00100
33,009,960500,00100
33,009,960600,00100
33,009,960700,00100
33,009,960800,00100
33,009,960900,00100
33,009,961000,00100
33,009,961100,00100
33,009,961200,00100
33,009,961300,00100
33,009,961400,00100
33,009,961500,00100
33,009,961601,00100
33,009,961602,00100
33,009,961700,00100
33,009,961800,00100
33,011,014100,00600
33,011,014201,00600
33,011,014202,00600
33,011,014300,00600
33,011,015100,00600
33,011,015200,00600
33,011,016100,00600
33,011,016201,00600
33,011,016202,00600
33,011,017100,00600
33,011,018000,00600
33,011,018501,00600
33,011,018502,00600
33,011,019000,00600
33,011,019501,00600
33,011,019502,00600
33,011,021500,00600
33,011,022000,00600
33,011,022500,00600
33,011,023000,00600
33,011,024000,00600
33,011,025000,00600
33,011,025500,00600
33,011,002701,00700
33,011,002702,00700
33,011,002800,00700
33,011,002901,00700
33,011,002902,00700
33,011,002903,00700
33,011,020000,00700
33,011,021000,00700
33,011,000101,00800
33,011,000102,00800
33,011,000202,00800
33,011,000203,00800
33,011,000204,00800
33,011,000300,00800
33,011,000600,00800
33,011,000700,00800
33,011,000800,00800
33,011,000901,00800
33,011,000902,00800
33,011,001000,00800
33,011,001100,00800
33,011,001200,00800
33,011,001300,00800
33,011,001400,00800
33,011,001500,00800
33,011,001600,00800
33,011,001700,00800
33,011,001800,00800
33,011,001900,00800
33,011,002000,00800
33,011,002100,00800
33,011,002200,00800
33,011,002300,00800
33,011,002400,00800
33,011,002500,00800
33,011,002600,00800
33,011,200400,00800
33,011,980101,00800
33,011,010100,00900
33,011,010200,00900
33,011,010301,00900
33,011,010302,00900
33,011,010400,00900
33,011,010500,00900
33,011,010600,00900
33,011,010700,00900
33,011,010800,00900
33,011,010900,00900
33,011,011000,00900
33,011,011101,00900
33,011,011102,00900
33,011,011200,00900
33,011,011300,00900
33,011,011401,00900
33,011,011402,00900
33,011,011500,00900
33,011,012100,00900
33,011,012200,00900
33,011,012300,00900
33,011,013100,00900
33,011,200100,00900
33,011,200200,00900
33,011,200300,00900
33,013,041500,00200
33,013,042500,00200
33,013,043001,00200
33,013,043002,00200
33,013,044000,00200
33,013,003100,00400
33,013,003200,00400
33,013,030000,00400
33,013,031001,00400
33,013,031002,00400
33,013,032100,00400
33,013,032200,00400
33,013,032300,00400
33,013,032400,00400
33,013,032500,00400
33,013,032600,00400
33,013,032701,00400
33,013,032706,00400
33,013,032800,00400
33,013,032900,00400
33,013,033000,00400
33,013,034000,00400
33,013,035000,00400
33,013,036000,00400
33,013,037000,00400
33,013,038000,00400
33,013,038500,00400
33,013,039000,00400
33,013,040000,00400
33,013,040500,00400
33,013,041000,00400
33,013,044100,00400
33,013,044300,00400
33,013,003001,00700
33,013,003006,00700
33,013,044200,00700
33,015,057000,00300
33,015,058000,00300
33,015,067501,00300
33,015,067502,00300
33,015,003301,00700
33,015,003302,00700
33,015,003400,00700
33,015,003500,00700
33,015,003601,00700
33,015,003602,00700
33,015,003701,00700
33,015,003703,00700
33,015,003801,00700
33,015,003802,00700
33,015,003901,00700
33,015,003902,00700
33,015,004000,00700
33,015,050000,00700
33,015,051000,00700
33,015,055001,00700
33,015,055002,00700
33,015,056000,00700
33,015,980011,00700
33,015,052000,01000
33,015,053000,01000
33,015,054000,01000
33,015,059000,01000
33,015,060000,01000
33,015,061001,01000
33,015,062000,01000
33,015,062500,01000
33,015,063001,01000
33,015,063002,01000
33,015,064000,01000
33,015,065001,01000
33,015,065005,01000
33,015,065006,01000
33,015,065007,01000
33,015,065008,01000
33,015,066000,01000
33,015,067000,01000
33,015,069100,01000
33,015,069200,01000
33,015,069300,01000
33,015,069700,01000
33,015,071000,01000
33,015,100100,01000
33,015,100200,01000
33,015,100301,01000
33,015,100302,01000
33,015,100400,01000
33,015,101100,01000
33,015,102100,01000
33,015,103100,01000
33,015,104101,01000
33,015,104102,01000
33,015,105100,01000
33,015,106101,01000
33,015,106102,01000
33,015,106200,01000
33,015,106400,01000
33,015,107100,01000
33,015,107200,01000
33,015,107400,01000
33,015,107500,01000
33,015,990000,01000
33,017,080100,00300
33,017,080202,00300
33,017,080203,00300
33,017,080204,00300
33,017,080500,00300
33,017,081100,00300
33,017,081200,00300
33,017,081300,00300
33,017,081400,00300
33,017,081500,00300
33,017,081600,00300
33,017,082000,00300
33,017,083001,00300
33,017,083002,00300
33,017,084100,00300
33,017,084200,00300
33,017,084300,00300
33,017,084400,00300
33,017,084500,00300
33,017,084600,00300
33,017,085000,00300
33,017,086000,00300
33,017,087000,00300
33,017,088000,00300
33,017,088500,00300
33,019,975100,00500
33,019,975200,00500
33,019,975300,00500
33,019,975400,00500
33,019,975500,00500
33,019,975600,00500
33,019,975700,00500
33,019,975800,00500
33,019,975901,00500
33,019,975902,00500
34,001,000100,00101
34,001,000200,00101
34,001,000300,00101
34,001,000400,00101
34,001,000500,00101
34,001,001100,00101
34,001,001200,00101
34,001,001300,00101
34,001,001400,00101
34,001,001500,00101
34,001,001900,00101
34,001,002300,00101
34,001,002400,00101
34,001,002500,00101
34,001,010101,00101
34,001,010102,00101
34,001,010104,00101
34,001,010105,00101
34,001,010200,00101
34,001,010300,00101
34,001,010401,00101
34,001,010403,00101
34,001,010501,00101
34,001,010503,00101
34,001,010505,00101
34,001,010506,00101
34,001,013000,00101
34,001,013101,00101
34,001,013102,00101
34,001,013201,00101
34,001,013202,00101
34,001,013301,00101
34,001,013302,00101
34,001,983400,00101
34,001,990000,00101
34,001,010600,00102
34,001,010700,00102
34,001,010800,00102
34,001,010900,00102
34,001,011000,00102
34,001,011100,00102
34,001,011201,00102
34,001,011202,00102
34,001,011300,00102
34,001,011401,00102
34,001,011403,00102
34,001,011404,00102
34,001,011500,00102
34,001,011600,00102
34,001,011701,00102
34,001,011702,00102
34,001,011802,00102
34,001,011803,00102
34,001,011804,00102
34,001,011805,00102
34,001,011900,00102
34,001,012000,00102
34,001,012100,00102
34,001,012200,00102
34,001,012302,00102
34,001,012401,00102
34,001,012402,00102
34,001,012501,00102
34,001,012502,00102
34,001,012602,00102
34,001,013500,00102
34,001,012701,02600
34,001,012702,02600
34,001,012801,02600
34,001,012802,02600
34,003,004001,00301
34,003,004002,00301
34,003,015200,00301
34,003,015300,00301
34,003,015400,00301
34,003,023100,00301
34,003,023200,00301
34,003,023301,00301
34,003,023302,00301
34,003,023401,00301
34,003,023402,00301
34,003,023501,00301
34,003,023502,00301
34,003,023601,00301
34,003,023602,00301
34,003,054100,00301
34,003,054200,00301
34,003,054300,00301
34,003,054400,00301
34,003,054500,00301
34,003,054600,00301
34,003,005000,00302
34,003,012001,00302
34,003,012002,00302
34,003,025100,00302
34,003,025200,00302
34,003,029100,00302
34,003,029200,00302
34,003,031100,00302
34,003,031200,00302
34,003,031300,00302
34,003,031400,00302
34,003,036100,00302
34,003,036200,00302
34,003,038100,00302
34,003,038200,00302
34,003,038300,00302
34,003,051100,00302
34,003,051200,00302
34,003,051300,00302
34,003,051400,00302
34,003,057101,00302
34,003,057102,00302
34,003,057200,00302
34,003,060000,00302
34,003,006100,00303
34,003,006201,00303
34,003,006202,00303
34,003,006300,00303
34,003,013001,00303
34,003,013002,00303
34,003,018100,00303
34,003,018200,00303
34,003,019102,00303
34,003,019103,00303
34,003,019104,00303
34,003,019202,00303
34,003,019203,00303
34,003,019204,00303
34,003,019303,00303
34,003,019304,00303
34,003,019305,00303
34,003,019306,00303
34,003,028001,00303
34,003,028002,00303
34,003,041100,00303
34,003,041200,00303
34,003,041301,00303
34,003,041302,00303
34,003,045100,00303
34,003,045200,00303
34,003,046100,00303
34,003,046200,00303
34,003,046300,00303
34,003,011100,00304
34,003,011200,00304
34,003,011300,00304
34,003,011400,00304
34,003,017100,00304
34,003,017200,00304
34,003,017300,00304
34,003,017400,00304
34,003,017500,00304
34,003,021100,00304
34,003,021200,00304
34,003,021300,00304
34,003,021400,00304
34,003,021500,00304
34,003,021600,00304
34,003,030100,00304
34,003,030200,00304
34,003,030300,00304
34,003,030400,00304
34,003,052100,00304
34,003,052200,00304
34,003,002100,00305
34,003,002200,00305
34,003,002300,00305
34,003,007001,00305
34,003,007002,00305
34,003,008000,00305
34,003,009100,00305
34,003,009200,00305
34,003,015100,00305
34,003,015500,00305
34,003,016000,00305
34,003,024100,00305
34,003,024200,00305
34,003,035100,00305
34,003,043001,00305
34,003,043002,00305
34,003,049001,00305
34,003,049002,00305
34,003,055100,00305
34,003,055200,00305
34,003,001000,00306
34,003,020100,00306
34,003,020200,00306
34,003,032102,00306
34,003,032103,00306
34,003,032104,00306
34,003,032201,00306
34,003,032202,00306
34,003,034000,00306
34,003,039100,00306
34,003,039200,00306
34,003,039300,00306
34,003,044100,00306
34,003,044201,00306
34,003,044202,00306
34,003,056100,00306
34,003,056200,00306
34,003,061100,00306
34,003,061200,00306
34,003,061300,00306
34,003,061400,00306
34,003,003100,00307
34,003,003200,00307
34,003,003300,00307
34,003,003401,00307
34,003,003402,00307
34,003,003500,00307
34,003,010100,00307
34,003,010200,00307
34,003,010300,00307
34,003,033100,00307
34,003,033200,00307
34,003,033300,00307
34,003,037100,00307
34,003,037201,00307
34,003,037202,00307
34,003,042100,00307
34,003,042301,00307
34,003,042302,00307
34,003,042400,00307
34,003,042500,00307
34,003,048100,00307
34,003,048200,00307
34,003,050000,00307
34,003,014000,00308
34,003,022100,00308
34,003,022200,00308
34,003,026100,00308
34,003,026200,00308
34,003,027000,00308
34,003,035200,00308
34,003,040001,00308
34,003,040002,00308
34,003,047100,00308
34,003,047200,00308
34,003,047300,00308
34,003,047400,00308
34,003,047500,00308
34,003,053100,00308
34,003,053200,00308
34,003,058100,00308
34,003,058200,00308
34,003,059100,00308
34,003,059200,00308
34,005,700102,02001
34,005,700103,02001
34,005,700104,02001
34,005,700200,02001
34,005,700303,02001
34,005,700304,02001
34,005,700305,02001
34,005,700306,02001
34,005,700307,02001
34,005,700602,02001
34,005,700603,02001
34,005,700605,02001
34,005,700701,02001
34,005,700702,02001
34,005,700703,02001
34,005,700800,02001
34,005,700900,02001
34,005,701001,02001
34,005,701002,02001
34,005,701102,02001
34,005,701103,02001
34,005,701104,02001
34,005,701105,02001
34,005,701201,02001
34,005,701203,02001
34,005,701204,02001
34,005,701205,02001
34,005,701301,02001
34,005,701302,02001
34,005,701303,02001
34,005,701502,02001
34,005,701700,02001
34,005,704200,02001
34,005,700401,02002
34,005,700402,02002
34,005,700403,02002
34,005,700405,02002
34,005,700407,02002
34,005,700408,02002
34,005,700501,02002
34,005,700502,02002
34,005,700503,02002
34,005,700504,02002
34,005,700505,02002
34,005,702905,02002
34,005,702906,02002
34,005,702907,02002
34,005,702908,02002
34,005,702909,02002
34,005,702910,02002
34,005,702913,02002
34,005,702914,02002
34,005,702915,02002
34,005,702917,02002
34,005,702918,02002
34,005,703801,02002
34,005,703802,02002
34,005,703803,02002
34,005,703804,02002
34,005,703900,02002
34,005,704004,02002
34,005,704005,02002
34,005,704006,02002
34,005,704007,02002
34,005,704008,02002
34,005,704009,02002
34,005,704011,02002
34,005,704012,02002
34,005,704013,02002
34,005,704014,02002
34,005,701401,02003
34,005,701402,02003
34,005,702101,02003
34,005,702203,02003
34,005,702204,02003
34,005,702206,02003
34,005,702207,02003
34,005,702208,02003
34,005,702209,02003
34,005,702210,02003
34,005,702300,02003
34,005,702400,02003
34,005,702500,02003
34,005,702601,02003
34,005,702603,02003
34,005,702700,02003
34,005,702801,02003
34,005,702802,02003
34,005,702803,02003
34,005,702804,02003
34,005,702805,02003
34,005,702806,02003
34,005,702807,02003
34,005,702808,02003
34,005,702809,02003
34,005,702810,02003
34,005,702811,02003
34,005,703000,02003
34,005,703102,02003
34,005,703103,02003
34,005,703104,02003
34,005,703201,02003
34,005,703202,02003
34,005,703203,02003
34,005,703600,02003
34,005,703700,02003
34,005,704302,02003
34,005,704500,02003
34,005,704600,02003
34,005,704700,02003
34,005,704801,02003
34,005,704802,02003
34,005,981802,02003
34,005,982111,02003
34,007,600200,02101
34,007,600400,02101
34,007,600700,02101
34,007,600800,02101
34,007,600900,02101
34,007,601000,02101
34,007,601101,02101
34,007,601102,02101
34,007,601200,02101
34,007,601300,02101
34,007,601400,02101
34,007,601500,02101
34,007,601600,02101
34,007,601700,02101
34,007,601800,02101
34,007,601900,02101
34,007,602000,02101
34,007,602503,02101
34,007,602601,02101
34,007,602602,02101
34,007,602901,02101
34,007,602902,02101
34,007,603001,02101
34,007,603002,02101
34,007,605100,02101
34,007,605200,02101
34,007,605300,02101
34,007,610300,02101
34,007,610400,02101
34,007,610500,02101
34,007,610600,02101
34,007,610800,02101
34,007,611000,02101
34,007,603800,02102
34,007,603901,02102
34,007,603902,02102
34,007,604100,02102
34,007,604200,02102
34,007,604300,02102
34,007,604400,02102
34,007,604600,02102
34,007,604700,02102
34,007,605400,02102
34,007,605602,02102
34,007,605700,02102
34,007,605800,02102
34,007,605900,02102
34,007,606000,02102
34,007,606500,02102
34,007,606600,02102
34,007,606700,02102
34,007,607300,02102
34,007,607401,02102
34,007,607402,02102
34,007,607701,02102
34,007,607702,02102
34,007,607801,02102
34,007,607802,02102
34,007,607900,02102
34,007,608001,02102
34,007,608600,02102
34,007,608700,02102
34,007,608800,02102
34,007,610900,02102
34,007,611200,02102
34,007,611600,02102
34,007,611700,02102
34,007,606800,02103
34,007,607000,02103
34,007,607100,02103
34,007,607200,02103
34,007,608202,02103
34,007,608205,02103
34,007,608206,02103
34,007,608209,02103
34,007,608210,02103
34,007,608211,02103
34,007,608302,02103
34,007,608303,02103
34,007,608304,02103
34,007,608401,02103
34,007,608402,02103
34,007,608403,02103
34,007,608404,02103
34,007,608503,02103
34,007,608504,02103
34,007,608901,02103
34,007,608903,02103
34,007,608904,02103
34,007,609000,02103
34,007,609103,02103
34,007,609201,02103
34,007,609202,02103
34,007,609203,02103
34,007,609204,02103
34,007,609205,02103
34,007,611100,02103
34,007,611300,02103
34,007,611400,02103
34,007,611500,02103
34,007,603100,02104
34,007,603200,02104
34,007,603301,02104
34,007,603302,02104
34,007,603303,02104
34,007,603400,02104
34,007,603501,02104
34,007,603503,02104
34,007,603504,02104
34,007,603505,02104
34,007,603506,02104
34,007,603507,02104
34,007,603601,02104
34,007,603602,02104
34,007,603603,02104
34,007,603700,02104
34,007,606100,02104
34,007,606200,02104
34,007,606300,02104
34,007,606400,02104
34,007,607502,02104
34,007,607503,02104
34,007,607504,02104
34,007,607505,02104
34,007,607506,02104
34,007,607507,02104
34,007,607600,02104
34,009,020101,02600
34,009,020102,02600
34,009,020201,02600
34,009,020203,02600
34,009,020205,02600
34,009,020206,02600
34,009,020301,02600
34,009,020302,02600
34,009,020400,02600
34,009,020500,02600
34,009,020600,02600
34,009,020700,02600
34,009,020800,02600
34,009,020901,02600
34,009,020902,02600
34,009,021001,02600
34,009,021002,02600
34,009,021100,02600
34,009,021300,02600
34,009,021400,02600
34,009,021500,02600
34,009,021600,02600
34,009,021701,02600
34,009,021702,02600
34,009,021803,02600
34,009,021804,02600
34,009,021805,02600
34,009,021806,02600
34,009,021900,02600
34,009,022000,02600
34,009,022101,02600
34,009,022102,02600
34,009,990100,02600
34,011,010101,02400
34,011,010103,02400
34,011,010200,02400
34,011,010301,02400
34,011,010302,02400
34,011,010401,02400
34,011,010402,02400
34,011,020502,02400
34,011,030100,02400
34,011,030200,02400
34,011,030300,02400
34,011,030400,02400
34,011,030501,02400
34,011,030502,02400
34,011,040300,02400
34,011,040400,02400
34,011,040500,02400
34,011,040600,02400
34,011,040700,02400
34,011,040800,02400
34,011,040901,02400
34,011,040902,02400
34,011,041000,02400
34,011,041100,02400
34,011,990000,02400
34,011,010500,02500
34,011,010600,02500
34,011,010700,02500
34,011,010800,02500
34,011,020100,02500
34,011,020200,02500
34,011,020300,02500
34,011,020400,02500
34,011,020503,02500
34,011,020600,02500
34,013,000100,01301
34,013,000200,01301
34,013,000300,01301
34,013,000400,01301
34,013,000500,01301
34,013,000600,01301
34,013,000700,01301
34,013,000800,01301
34,013,000900,01301
34,013,001000,01301
34,013,001600,01301
34,013,005700,01301
34,013,006700,01301
34,013,006800,01301
34,013,006900,01301
34,013,007000,01301
34,013,007100,01301
34,013,007200,01301
34,013,007300,01301
34,013,007400,01301
34,013,007501,01301
34,013,007502,01301
34,013,007600,01301
34,013,007700,01301
34,013,007800,01301
34,013,007900,01301
34,013,008000,01301
34,013,008100,01301
34,013,008700,01301
34,013,008800,01301
34,013,008900,01301
34,013,009000,01301
34,013,009100,01301
34,013,009200,01301
34,013,009300,01301
34,013,009400,01301
34,013,009500,01301
34,013,009600,01301
34,013,009700,01301
34,013,022900,01301
34,013,980100,01301
34,013,980200,01301
34,013,001100,01302
34,013,001300,01302
34,013,001400,01302
34,013,001500,01302
34,013,001700,01302
34,013,001800,01302
34,013,001900,01302
34,013,002000,01302
34,013,002100,01302
34,013,002201,01302
34,013,002202,01302
34,013,002300,01302
34,013,002400,01302
34,013,002500,01302
34,013,002600,01302
34,013,002800,01302
34,013,003100,01302
34,013,003500,01302
34,013,003700,01302
34,013,003800,01302
34,013,003900,01302
34,013,004100,01302
34,013,004200,01302
34,013,004300,01302
34,013,004400,01302
34,013,004500,01302
34,013,004600,01302
34,013,004700,01302
34,013,004801,01302
34,013,004802,01302
34,013,004900,01302
34,013,005000,01302
34,013,005100,01302
34,013,005200,01302
34,013,005300,01302
34,013,005400,01302
34,013,006200,01302
34,013,006400,01302
34,013,006600,01302
34,013,008200,01302
34,013,022700,01302
34,013,022800,01302
34,013,023000,01302
34,013,023100,01302
34,013,023200,01302
34,013,013400,01401
34,013,013500,01401
34,013,013600,01401
34,013,013700,01401
34,013,013800,01401
34,013,013900,01401
34,013,014000,01401
34,013,014100,01401
34,013,014200,01401
34,013,014300,01401
34,013,014400,01401
34,013,014500,01401
34,013,014600,01401
34,013,014700,01401
34,013,014800,01401
34,013,014900,01401
34,013,015000,01401
34,013,015100,01401
34,013,015200,01401
34,013,015300,01401
34,013,015400,01401
34,013,015500,01401
34,013,015600,01401
34,013,015700,01401
34,013,015800,01401
34,013,015900,01401
34,013,009900,01402
34,013,010000,01402
34,013,010100,01402
34,013,010200,01402
34,013,010300,01402
34,013,010400,01402
34,013,010500,01402
34,013,010600,01402
34,013,010700,01402
34,013,010800,01402
34,013,010900,01402
34,013,011100,01402
34,013,011200,01402
34,013,011300,01402
34,013,011400,01402
34,013,011500,01402
34,013,011600,01402
34,013,011700,01402
34,013,011800,01402
34,013,011900,01402
34,013,012000,01402
34,013,012100,01402
34,013,012200,01402
34,013,012300,01402
34,013,012400,01402
34,013,012500,01402
34,013,012600,01402
34,013,012700,01402
34,013,012800,01402
34,013,012900,01402
34,013,013000,01402
34,013,013100,01402
34,013,013200,01402
34,013,013300,01402
34,013,018100,01402
34,013,018200,01402
34,013,018300,01402
34,013,018400,01402
34,013,018600,01402
34,013,018700,01402
34,013,018800,01402
34,013,018900,01402
34,013,019000,01402
34,013,019100,01402
34,013,019200,01402
34,013,019300,01402
34,013,019400,01402
34,013,019500,01402
34,013,019600,01402
34,013,019700,01402
34,013,019800,01402
34,013,019900,01402
34,013,016000,01403
34,013,016100,01403
34,013,016200,01403
34,013,016300,01403
34,013,016400,01403
34,013,016500,01403
34,013,016600,01403
34,013,016700,01403
34,013,016800,01403
34,013,016900,01403
34,013,017000,01403
34,013,017100,01403
34,013,017200,01403
34,013,020901,01403
34,013,021000,01403
34,013,021100,01403
34,013,021200,01403
34,013,021300,01403
34,013,021400,01403
34,013,021601,01403
34,013,021602,01403
34,013,021701,01403
34,013,021702,01403
34,013,021801,01403
34,013,021802,01403
34,013,021803,01403
34,013,017301,01404
34,013,017302,01404
34,013,017400,01404
34,013,017500,01404
34,013,017600,01404
34,013,017700,01404
34,013,017800,01404
34,013,017900,01404
34,013,018000,01404
34,013,020000,01404
34,013,020100,01404
34,013,020200,01404
34,013,020300,01404
34,013,020400,01404
34,013,020500,01404
34,013,020600,01404
34,013,020700,01404
34,013,020800,01404
34,013,020902,01404
34,015,500100,02201
34,015,500201,02201
34,015,500202,02201
34,015,500203,02201
34,015,500204,02201
34,015,500205,02201
34,015,500300,02201
34,015,500400,02201
34,015,500800,02201
34,015,500900,02201
34,015,501001,02201
34,015,501002,02201
34,015,501003,02201
34,015,501101,02201
34,015,501102,02201
34,015,501103,02201
34,015,501104,02201
34,015,501105,02201
34,015,501106,02201
34,015,501107,02201
34,015,501201,02201
34,015,501202,02201
34,015,501203,02201
34,015,501204,02201
34,015,501205,02201
34,015,501206,02201
34,015,501208,02201
34,015,501209,02201
34,015,501210,02201
34,015,501212,02201
34,015,501213,02201
34,015,500500,02202
34,015,500600,02202
34,015,500701,02202
34,015,500702,02202
34,015,500703,02202
34,015,501301,02202
34,015,501302,02202
34,015,501303,02202
34,015,501402,02202
34,015,501403,02202
34,015,501404,02202
34,015,501405,02202
34,015,501406,02202
34,015,501500,02202
34,015,501603,02202
34,015,501604,02202
34,015,501605,02202
34,015,501606,02202
34,015,501608,02202
34,015,501609,02202
34,015,501701,02202
34,015,501702,02202
34,015,501703,02202
34,015,501704,02202
34,015,501800,02202
34,015,501900,02202
34,015,502001,02202
34,015,502002,02202
34,015,502100,02202
34,015,502200,02202
34,015,502300,02202
34,015,502400,02202
34,017,000100,00601
34,017,000200,00601
34,017,000300,00601
34,017,000400,00601
34,017,000500,00601
34,017,000600,00601
34,017,000700,00601
34,017,000800,00601
34,017,000902,00601
34,017,001000,00601
34,017,001100,00601
34,017,001201,00601
34,017,001202,00601
34,017,001300,00601
34,017,001400,00601
34,017,001701,00601
34,017,001800,00601
34,017,001900,00601
34,017,002000,00601
34,017,002200,00601
34,017,002300,00601
34,017,002400,00601
34,017,003100,00601
34,017,003500,00601
34,017,006400,00601
34,017,006500,00601
34,017,006600,00601
34,017,006700,00601
34,017,006900,00601
34,017,007000,00601
34,017,007100,00601
34,017,007200,00601
34,017,007300,00601
34,017,007400,00601
34,017,007500,00601
34,017,007600,00601
34,017,007700,00601
34,017,007800,00601
34,017,002700,00602
34,017,002800,00602
34,017,002900,00602
34,017,003000,00602
34,017,004000,00602
34,017,004101,00602
34,017,004102,00602
34,017,004200,00602
34,017,004300,00602
34,017,004400,00602
34,017,004500,00602
34,017,004600,00602
34,017,004700,00602
34,017,004800,00602
34,017,004900,00602
34,017,005200,00602
34,017,005300,00602
34,017,005500,00602
34,017,005600,00602
34,017,005801,00602
34,017,005802,00602
34,017,005900,00602
34,017,006000,00602
34,017,006100,00602
34,017,006200,00602
34,017,006300,00602
34,017,006800,00602
34,017,980100,00602
